rating,tips,cat_name,cat_parent
8.5,"Err. You mean the original translation ""hardware"" right? 😜",Exhibit,
8.4,Give them to greece!!!!,Exhibit,
7.0,Like going to 100 museums in one go. Perfect,Exhibit,
7.3,Seasonal butterfly house. A lovely 30mins and some beautiful creatures. Open until mid-September,Exhibit,
6.1,Don't miss the storyboards and concept artwork upstairs. Amazing detail in them all.,Exhibit,
6.7,A little underwhelming,Exhibit,
6.5,Please do not feed the T.rex,Exhibit,
7.5,Amazing exhibit,Science Museum,
7.5,Check out the massive Tesla Coil on the ground level - it fires every 15mins,Science Museum,
7.0,"Wildlife, bird hides & cakes!",Science Museum,
9.3,Very fun place to be. Some other event happen here occasionally too.,Science Museum,
9.3,The Docks and Diving gallery on the 2nd floor features a 1:2500 scale model of the 1960s Port of London previously displayed in the foyer of the Port of London Authority’s HQ. Find your maritime story,Science Museum,
8.6,Very interesting exhibits about the early days of astronomy. Check out Yuri Gagarin's statue.,Observatory,
8.6,"Set in a stunning park, and sitting precisely on the Prime Meridian of the world, the Royal Observatory is a great way to spend an afternoon in South London.",Observatory,
8.6,"Set in a stunning park, and sitting precisely on the Prime Meridian of the world, the Royal Observatory is a great way to spend an afternoon in South London.",Observatory,
8.6,One of my favourite places in London. The gardens are lovely and the visits to the main buildings are a must-do from time to time.,Observatory,
8.6,Very nice park..,Observatory,
8.6,"Lovely buildings, peaceful surroundings and an informative museum. Well worth the entry.",Observatory,
8.6,"Lovely buildings, peaceful surroundings and an informative museum. Well worth the entry.",Observatory,
8.6,"Υπέροχη βόλτα και εκπαιδευτική. Αφήστε τις Oxford street κι ελάτε εδώ να μάθετε για αστρονομία. Είναι ακριβό το εισιτήριο, αλλά ακόμη κι αυτά που προσφέρονται δωρεάν είναι υπέρ-αρκετά και συναρπαστικά",Observatory,
9.1,It's not just the meridian line that you are paying 7 pounds for. Museum exhibit makes it worth the cost. Take your time. You could easily spend 2 hours here.,Historic Site,
7.8,14 October: Severndroog Castle is a folly which was built in 1784 as a memorial to William James of the East India Co. to commemorate the conquest of the castle off the coast of Malabar in the 1760s.,Historic Site,
8.8,Amazing Art Deco.,Historic Site,
9.1,You dont have to go inside there is a gate near the clock you can take photos there,Historic Site,
9.3,"Designed by Sir Christopher Wren, the college was going to have an enormous dome in the middle, but Queen Mary II objected as it would block the view of the river from her house in Greenwich Park.",Historic Site,
6.1,Has a new exercise area installed,Historic Site,
7.4,Worth a visit! http://www.visitleevalley.org.uk/en/content/cms/nature/nature-reserve/three-mills-island/,Historic Site,
6.9,Mind out for geese but relax near waters edge and also shout random words to people passing in pedalos and rowing boats.,Historic Site,
9.3,"Designed by Sir Christopher Wren, the college was going to have an enormous dome in the middle, but Queen Mary II objected as it would block the view of the river from her house in Greenwich Park.",Historic Site,
9.3,"Designed by Sir Christopher Wren, the college was going to have an enormous dome in the middle, but Queen Mary II objected as it would block the view of the river from her house in Greenwich Park.",Historic Site,
9.3,"Designed by Sir Christopher Wren, the college was going to have an enormous dome in the middle, but Queen Mary II objected as it would block the view of the river from her house in Greenwich Park.",Historic Site,
9.3,"Designed by Sir Christopher Wren, the college was going to have an enormous dome in the middle, but Queen Mary II objected as it would block the view of the river from her house in Greenwich Park.",Historic Site,
9.3,"Designed by Sir Christopher Wren, the college was going to have an enormous dome in the middle, but Queen Mary II objected as it would block the view of the river from her house in Greenwich Park.",Historic Site,
9.1,GPS uses a meridian a little further from the the one defined in the International Meridian Conference of 1884. So don't feel bad about your GPS phone showing few seconds of longitude instead of zero.,Historic Site,
8.8,Amazing Art Deco interiors and lovely peaceful gardens - great for our picnic-but there was nothing in the rose garden. A very minor complaint after a wonderful visit. Look out for the lemur ladder!,Historic Site,
9.1,"Lovely gardens, recalls the White House",Historic Site,
8.8,"This glamorous Art Deco London showpiece as built in 1936, next to the remains of a medieval royal palace, and surrounded by 19 acres of garden. A striking visit!",Historic Site,
9.3,The West gate of the Royal Naval College was used as a double for the gates of Buckingham Palace for a scene in National Treasure: Book of Secrets (2007) as Ben and Abigail look for the Resolute Desk.,Historic Site,
9.1,Sıfırın dibi harika bir park sahip,Historic Site,
9.3,"Walk through the campus, it's free. It's very nice with some great buildings.",Historic Site,
9.1,the line inside the building,Historic Site,
8.0,"Formerly known as Strand station, this has been used for numerous film and TV location shoots and is occasionally opened up for visits.",Historic Site,
9.3,A great place to sit & eat street food from Greenwich Market.,Historic Site,
7.2,Brilliant. So well thought out; even the stairs to the slide are 1/2 height so littl'uns can manage on their own. Can never get LM to leave! (FYI cafe not great.) Check website for events/story times.,General Entertainment,Arts & Entertainment
7.5,"Mid scale theatre, lots of short run productions from touring companies across the UK. Very relaxed atmostphere, interesting shows, low cost tickets, locally brewed beer!",General Entertainment,Arts & Entertainment
6.7,Don't miss the flight sim - definitely worth the money!,General Entertainment,Arts & Entertainment
6.9,Great for kids,General Entertainment,Arts & Entertainment
6.9,"You'll need to be a subsciber of Sky and prebook your admission at sky.com before attending here, as it's for members only with limited space inside.",General Entertainment,Arts & Entertainment
7.2,Brilliant. So well thought out; even the stairs to the slide are 1/2 height so littl'uns can manage on their own. Can never get LM to leave! (FYI cafe not great.) Check website for events/story times.,General Entertainment,Arts & Entertainment
6.9,Great for kids,General Entertainment,Arts & Entertainment
6.9,Modern performance space designed for modern dance but suitable for all kinds of live events,General Entertainment,Arts & Entertainment
8.6,Best place for karting in london😍,Go Kart Track,
8.5,One of the best carting places in London,Go Kart Track,
7.5,Go super fast and dont use the break,Go Kart Track,
8.3,"Good fun, good kart, good crew. Will recommend it to anyone!",Go Kart Track,
7.4,"Remember to collect your full race report so you can see your lap times, average speed and the fastest driver of the session - a great date souvenir!",Go Kart Track,
5.7,Waiting forevs 4 what??? No score sheets 😢,Go Kart Track,
7.7,I prefer the gas powered carts over the electric ones but still really fun,Go Kart Track,
7.9,Great place for adults as well as children to enjoy gokarting,Go Kart Track,
7.2,Nice track good location,Go Kart Track,
8.5,Almost an hour of racing and well worth the money,Go Kart Track,
6.1,"Stinks like a rundown squat, then a pet shop, then death. Very damp and muddy. Come with a change of clothing.",Laser Tag,
7.6,"Despite being a senior citizen (compared to my teenagers & friends),good location, equipment, friendly manager Ronnie and accommodating marshalls we had Alex & Courtney. Recommended.",Laser Tag,
8.7,Good on Brixton!,Memorial Site,
6.7,see the London wall,Memorial Site,
8.0,"If you've been moved by this memorial, please consider making a donation to give practical help to animals in need.",Memorial Site,
7.7,"The gates are in honour of the five million men and women from the Indian subcontinent, Africa and the Caribbean who volunteered to serve with the Armed Forces during the First and Second World Wars.",Memorial Site,
7.3,"These stern soldiers in their bearskins commemorate the role of the Brigade of Guards in the Crimean War, 1854-56. It’s one of the first memorials to recognise ordinary soldiers, not just officers.",Memorial Site,
8.7,God bless you Lady Di <3,Memorial Site,
7.1,Nice statue near Piccadilly.,Memorial Site,
7.0,"Puede pasar desapercibido, pero su valor simbólico es innegable.",Memorial Site,
7.2,The names of every town in Australia that sent tropps to one of the campaigns is engraved. I've taken photos and will put up a site so you can find your town before you arrive in London!,Memorial Site,
5.9,Just a bus stop,Memorial Site,
5.5,"Tell kids not to walk over it. It's a war memorial, for goodness sake.",Memorial Site,
9.2,Very nice place for mini golf and amazing food and drinks as well,Mini Golf,
8.0,"Great crazy golf, avoid Saturdays if you don't like hen and stag dos",Mini Golf,
6.8,Get yourself down that slide!,Mini Golf,
7.1,"One of the holes, if you hit it in the water under a tunnel it will get you a whole in one",Mini Golf,
8.6,"Awesome little mini putt course. Only 12 holes so a good size for taking the kids, they can get bored after 18.",Mini Golf,
6.1,It's all about Tue specials!,Mini Golf,
7.7,Awesome place to spend an evening with friends - beats any UK mini golf I've been to! One of the highlights in the area,Mini Golf,
7.6,Get here early on weekends. Parking is limited and the place is popular.,Mini Golf,
6.9,"Cheap Tuesday's, Orange Wednesday's & Kid's AM Saturday's :)",Movie Theater,
6.8,Free parking 24/7!,Movie Theater,
7.3,Cineworld Ilford does Bargain Tuesday tickets. Come to the cinema on any Tuesday and get cut-price entry.,Movie Theater,
6.8,Best cinema ever!,Movie Theater,
8.6,Lovely relaxed atmosphere. Big glasses of wine! Pizzas are very tasty but just enough for one.,Movie Theater,
6.6,In the VIP area (balcony) middle seats are located under the projector.Light  Rays emitted by it marks the centre of screen,Movie Theater,
6.6,Early Sunday evenings is the best time to avoid crowds and get good parking. Service was slow however.,Movie Theater,
6.2,Don't expect much in the way of customer service. These guys failed the McDonalds application,Movie Theater,
5.6,"This was the ABC thirty years back and me and my mates campaigned to get Saturday morning flicks for kids cos it only showed X rated movies then. Ah, memories!",Movie Theater,
6.8,Good range of films available. Decent screen sizes as well. Avoid the Imax experience though it's not the real deal.,Movie Theater,
6.2,Be prepared to wait if you want to use QR code as ticket as they don't handle that very well yet,Movie Theater,
6.9,Clean. Good availability. Well staffed,Movie Theater,
8.6,"Incredibly smart cinema. Small auditoriums, but the screen is big and close enough for it to be properly cinematic nonetheless.",Movie Theater,
9.2,"Wonderful old cinema with sofas, tables, footrests and a bar in the auditorium! Perfect  :-)",Movie Theater,
8.6,Independent cinema run by a charity. The auditorium is a really unique cinema room. They do special projections and once a month they invite a celebrity to go and present their favourite film.,Movie Theater,
9.1,Great non for profit cinema. Comfortable with a bar and good selection of movie snacks. Good value too. Stylish showing latest movies.,Movie Theater,
8.9,"The Studio 5 screen is amazing. Couches, footstools and a bar at the back. Best way to see a film in the east end.",Movie Theater,
6.2,"Lots of Food places to go!! Hollywood bowl just down the road!! And the prices are cheap for tickets!! If you wanna see a 12 or over you need ID, But they take Oyster Cards as ID, unlike Vue cinema's!",Movie Theater,
9.1,"Best place to watch films. Good bar, great seats and no chavs on their mobiles or eating popcorn.",Indie Movie Theater,
7.9,"Nice homely cinema, the crowds and annoying kids go to the nearby by Westfield, so its always pretty chilled.",Indie Movie Theater,
8.6,"Great local cinema to have on your doorstep! Good selection of recent releases, comfy seats, good quality audio and visuals. Monday night tickets only £5.",Indie Movie Theater,
8.7,"May have eclipsed the Barbican as my favourite cinema in London. Comfy seats, reasonably priced, lovely building. Auditorium could be more steeply raked, but that's a minor quibble. Tres bon!",Indie Movie Theater,
9.3,Auditorium seats are extremely comfortable with high backs and retractable arm rests. Main screen sits on a slight incline so the better seats are actually near the front.,Indie Movie Theater,
7.2,"11 July: Though completed in 1860, its Arts and Crafts interior gives it a much earlier feel. William Morris's house is noted for its peaceful gardens and beautiful stairway.",Museum,
8.3,"Epic view of London from the two walkways. 2for1 tickets if you travel by train, plus your ticket will also get you into the Engine Rooms.",Museum,
9.3,"Great fun to be had by everyone. The aquarium is worth the small fee to enter, and during the summer they have jazz bands playing in the bandstand.",Museum,
8.0,Explore the Dennis Severs house. In silence.,Museum,
7.3,Nice little museum for local history. Free entry good after a Sunday brunch and stroll.,Museum,
7.7,Did u know the author of The Windows in the Willows was a Secretary of The Bank of England?,Museum,
8.6,"This place is amazing, we got in for free and reduced price on photo as we were part of the Easter Sci-fi parade.  It is so much fun for kids and big kids.  Watch out for the animatronic dinosaur!",Museum,
9.3,"Great fun to be had by everyone. The aquarium is worth the small fee to enter, and during the summer they have jazz bands playing in the bandstand.",Museum,
8.6,"In Trance (2013), the auction room where Goya's Witches in the Air is being sold, was filmed in the Rotunda ballroom of the London Film Museum.",Museum,
8.1,The gatehouse on Church Lane served as Pentonville prison and Slip No. 7 for a calamitous fight sequence including the accidental launch of an unfinished ship in Sherlock Holmes (2009).,Museum,
9.0,Cancel your E! Subscription. These are the only stars worth watching.,Planetarium,
8.1,"The Bishop of Durham was the first recorded prisoner at the Tower, the tallest building in 1098. He escaped using a rope smuggled in a pot of wine and fled to Normandy.",Castle,
7.8,14 October: Severndroog Castle is a folly which was built in 1784 as a memorial to William James of the East India Co. to commemorate the conquest of the castle off the coast of Malabar in the 1760s.,Castle,
9.4,"The best place to visit if you want to learn more about London’s history. And of course it houses the Crown Jewels, the most famous jewellery collection in the world",Castle,
8.1,"The Bishop of Durham was the first recorded prisoner at the Tower, the tallest building in 1098. He escaped using a rope smuggled in a pot of wine and fled to Normandy.",Castle,
8.6,Admire the best view of Medway from the top.,Castle,
8.9,The water maze is amazing,Castle,
6.7,Beast people with personal training here,Castle,
7.9,The Japanese collection is surprisingly good for a remote location like this. Lovely café.,Castle,
7.8,"Great place to walk around in the grounds, so close to the town but so quite and peaceful. Good for photographing some wildlife,",Castle,
6.0,"Definitely worth a visit. Not expensive, always quiet and mostly child-friendly apart from the odd steep staircase.",Castle,
9.4,"one of London's historical places, once palace and a prison.",Castle,
9.4,"Did you know that Royal Navy ships that enter the Port of London must still provide the Constable of the Tower of London with a barrel of rum? I wish I was him, I bet he'd be drunk most of his life.",Castle,
8.5,One of the few memories of medieval times on the Southbank,Monument / Landmark,
7.2,"Search for buried treasure under the third yard past the half-mast, ahaaaarrrrggggghhhh.",Monument / Landmark,
7.3,Huge memorial near the parade grounds,Monument / Landmark,
8.3,Neat to see but ridiculously busy intersection.,Monument / Landmark,
8.0,"Founded by Zandra Rhodes, Bermondsey's very own celebration of the London (and international) rag trade.",Art Museum,
9.4,"Piccadilly used to be lined with grand private homes like this one, which was once the London home of the Earls of Burlington. The Royal Academy of Arts moved in in1867.",Art Museum,
8.0,Nice music venue but WOW IS IT HOT IN HERE.,Theater,
7.8,What a wonderful afternoon entertainment with very nice sandwiches and cakes,Theater,
7.5,"Mid scale theatre, lots of short run productions from touring companies across the UK. Very relaxed atmostphere, interesting shows, low cost tickets, locally brewed beer!",Theater,
6.7,Best seats are anywhere in the house as it's a raked auditorium !!,Theater,
8.0,"Great use of ex-industrial space in Hackney Wick. Well designed theatre and a cool bar serving local, craft beers.",Theater,
7.1,Surprisingly good local productions,Theater,
6.5,The space is a great venue on the isle of dogs originally a Victorian church now a vibrant arts centre where you can see lots of great shows and events!,Theater,
9.2,"Breakin' Convention 2012, the international festival of hip hop theatre takes place here from 5-7 May! For more information visit www.breakinconvention.com",Theater,
6.8,"Catch some breathtaking fringe performances at Breakin' Convention 2012, the international festival of hip hop theatre, here from 5-7 May! For more information visit www.breakinconvention.com",Theater,
7.8,What a wonderful afternoon entertainment with very nice sandwiches and cakes,Theater,
8.7,Brand new and cozy theatre. Might be tricky to locate with all the construction work going around Victoria. Be sure to check your maps.,Theater,
9.1,Not to rain on your parade.. but I <3 Book of Mormon more!!!,Theater,
9.5,best value is back of the stalls as you are up close for the animal parade,Theater,
7.1,"An informal cafe & performance space where the world's longest running live comedy show is hosted - The News Review Show every Thurs, Fri, Sat & Sun (new every week). Witty & satirical.",Theater,
9.2,"Sutra is a most see show. Also ""some like it hiphop""",Theater,
6.7,Best seats are anywhere in the house as it's a raked auditorium !!,Theater,
8.0,Odd smell in main auditorium,Theater,
8.4,"2 venues inside. I like the smaller venue, weird bench seating but surprisingly comfy. Show in main auditorium are modern and edgy. A 'cool' theatre.",Theater,
7.6,"The pub here has improved massively, and is a good stop off for the Rivoli Ballroom nearby",Theater,
8.7,"Small, high-quality experimental productions. I saw a production of Henry IV with an all-female cast set in a women's prison. Andrew says, ""I would club someone over the head to get tickets.""",Theater,
8.0,"To really up your hipster credibility, ditch the Broadway shows in Central London and check out The Yard, a 110-person independent theatre and bar that features quirky acts in a restored warehouse.",Theater,
9.4,Port is brilliant! Simon Stevens is the bomb!! Back row of the Lyttleton theatre and everything was seen perfectly.,Theater,
6.6,A great little venue with very good live bands who play a good range of music and friendly staff. Best to park in the street or get the bus and walk as the car park can fill up quickly.,Bar,
8.3,Craft beer,Bar,
8.6,"Cosy, atmospheric bar specialising in craft ales and artisan spirits. Friendly, welcoming bar staff who know their stuff. Definitely pay this little place a visit. Nice art on the walls too!",Bar,
7.8,"The future is now: Welcome to London's only e-sports bar! Expect to see live Starcraft, League of Legends or other top games being streamed...along with lots of tournaments & community events too!",Bar,
6.2,"Rocking Sunday afternoon events, plus a host of other activity through -out the week.",Bar,
8.4,Gorgeous bistro but bistro,Bar,
6.0,"Service a little slow to start with, but the impressive food more than made up for it. Definitely on the gastro side of gastro-pub. Chicken starter, crab starter and pork main were superb, try them!",Bar,
5.9,Very average food. The caesar salads were so sad and uncaesarlike that we sent them back. The place was almost empty on a Sunday. Men's room conveniently toilet paper free. I won't go back.,Bar,
8.4,Bar snacks are crazy prices. £5 gets you a few slices of bread and supermarket houmous. Other than that... decent beers and a nice place to spend an evening.,Bar,
7.4,"Classy and cool bar in Woolwich with live jazz, great beer and food",Bar,
7.8,Buy a jug!,Bar,
7.8,"Roof top bar, cool setting, loads of seating, great views! Outdoor cinema, bowls, mini golf, baseball, roller disco, buy tix online. Food pop-ups, cocktail bar. Great for big groups and dates alike!",Bar,
8.0,"If you're a Lounge guest, you can exit via the Lounge lift rather than the public lifts. This is useful if you are mobility impaired and cannot use the stairs.",Bar,
8.8,Probably my favourite pub. So homely and cosy. And you can play pool and pinball and board games,Bar,
8.3,Craft beer,Bar,
8.7,"Great food, friendly atmosphere. The staff are full of banter, beers are reasonably priced and its cosy overall. Easy 10/10",Bar,
6.9,"Nice spot for a drink on a sunny day. Wait for the wake boarders, and watch them fall in. Tee hee.",Bar,
7.5,order the duck pizza and be very happy with your choice,Bar,
8.4,"My favourite place in the East End. Great food, awesome staff, a good pint and the crowd is always chilled and friendly. An absolute gem hidden down a quiet suburban road.",Bar,
6.9,"You'll need to be a subsciber of Sky and prebook your admission at sky.com before attending here, as it's for members only with limited space inside.",Bar,
7.1,Small place with some decent beers. Good venue if you live nearby.,Bar,
8.9,Great bar and the Timothy Taylor Landlord is spot on...,Bar,
7.4,"Superb gastro pub in the heart of Royal Arsenal Riverside dwelling. Great atmosphere, very mature crowd and music just the right levels for a good chat with mates.",Bar,
7.3,BBC R1 Sunday night surgery live here on 11/03/2012 - http://www.suug.co.uk/news/article/6001/Radio-1s-The-Surgery-Live-from-Bar-Latitude/,Bar,
7.2,"Nice cozy place for food before a show,but also on its own.The delicious wild mushroom soup was a generous portion accompanied by sourdough bread and the meat platter was very fresh.Good value!",Bar,
8.5,Thought the service was excellent both in bar and restaurant. Try the English porter!,Bar,
6.9,I've added a picture of the bar tariff for you :),Bar,
6.4,Towie central.,Bar,
6.2,"Overpriced, shocking beer, poorly trained staff.",Bar,
6.4,"Good food, good beer and friendly people!",Bar,
6.6,This is a great venue for a wedding or party!! Friendly and always happy to help staff,Bar,
6.8,Probably the best outdoor smoking opportunity in the whole of Europe.,Bar,
8.9,There's bundaberg ginger beer behind the bar.,Bar,
6.5,"Stopped selling chewing gum, why?",Bar,
6.1,"Mango mojito is amazing, and for after dinner try the maple espresso; Mmmmmm!",Bar,
6.0,Fine wines and cask beers and beer garden. What more could you ask for!,Bar,
8.3,"Great bar and microbrewery, their IPA is delicious. Huge choice of beer too",Bar,
7.5,"Excellent food, rib eye steak tempura prawns delicious. Great cocktails bar drinks Staff superb live  music. Turned  up Friday no booking found us a table  recommend you call first. Highly recommended",Bar,
6.0,MusicBeerFoodGuinnessWhisky Quiet,Bar,
6.0,wi-fi network: NETGEAR wi-fi password: hardys1916 - via 4sqwifi.com,Bar,
5.9,26-10-2013 wifi code is FOX_9472bar,Bar,
7.7,Lovely service at the bar,Bar,
5.9,nice place to have breakfast on a weekend,Bar,
6.0,Good to see Brentwood Brewery on tap.,Bar,
8.0,"If you're a Lounge guest, you can exit via the Lounge lift rather than the public lifts. This is useful if you are mobility impaired and cannot use the stairs.",Bar,
5.9,"This place is great on a weekend afternoon: nice lounge to chill out in and read the papers; like a modern day version of a gentleman's club, except everyone's invited.",Bar,
6.1,Cavernous Canary Wharf bar. Not bad but gets packed with the after work crowd on Thursday / Friday night. Bit of a meat market though.,Bar,
7.4,"Classy and cool bar in Woolwich with live jazz, great beer and food",Bar,
7.6,This place is at the roof top in Camden Lock and overlooks the beautiful canal! Pints and cocktails are reasonably priced.,Bar,
8.0,"What an amazing place! Very spacious, brillant DJs and a great beer garden overlooking the canal. Beer selection a bit dissapointing though!",Bar,
8.8,Probably my favourite pub. So homely and cosy. And you can play pool and pinball and board games,Bar,
6.5,"Pool table, jukebox and cheap drinks!",Bar,
6.9,Great quiz night on Thursdays,Bar,
8.4,Well not bad at all,Bar,
4.8,What happened to The Tratorria? Where is my spaghetti bolognese/pesto? Increased pricing as well.,Bar,
8.3,Welcome well behaved dogs and kids!,Bar,
8.9,Brunch > Dinner; Decor > Food,Bar,
5.4,Very handy if you live in the Manhattan Building,Bar,
8.9,Brunch > Dinner; Decor > Food,Bar,
6.1,THE best coctails at Amucho winery!,Bar,
8.9,Brunch > Dinner; Decor > Food,Bar,
8.8,"The smart darts games are great to play, but reserve 2 hours rather than 1 for larger groups. Only a few throws each if not.",Bar,
7.8,"Roof top bar, cool setting, loads of seating, great views! Outdoor cinema, bowls, mini golf, baseball, roller disco, buy tix online. Food pop-ups, cocktail bar. Great for big groups and dates alike!",Bar,
8.8,"Amazing beer selection. Especially good US west coast beers that are harder to get in London like Stone, Rogue and event Port.",Bar,
5.8,"A bit hidden away,  seems a city haunt, reasonable price for a pint,  and you can have the pint in a pewter tankard if you wish. Food, wine and port too.",Bar,
8.4,"My favourite place in the East End. Great food, awesome staff, a good pint and the crowd is always chilled and friendly. An absolute gem hidden down a quiet suburban road.",Bar,
6.5,"The Friendly staff went out of their way to be helpful, it made the real difference compared to the mitre down the road. Pub of choice for me now.",Bar,
6.6,A great little venue with very good live bands who play a good range of music and friendly staff. Best to park in the street or get the bus and walk as the car park can fill up quickly.,Bar,
7.8,"Unpretentious and fun rooftop bar with street food, cocktails, activities (bowls, baseball and mini golf) and the fantastic Rooftop Film Club showing classic flicks under the stars",Bar,
6.5,This is a great venue if you want to get live music,Beer Garden,
8.3,Love this place,Jazz Club,
8.0,"Always some great independent touring theatre productions, poetry and open mic nights.",Performing Arts Venue,
8.2,"Guest ales on tap, great food and a lovely beer garden.",Performing Arts Venue,
7.4,Has a relaxed beer garden overlooking the river where you sit between garden patches.,Performing Arts Venue,
9.4,"The calendar is jam-packed with things to see ranging from festivals, film, art, music and more.",Performing Arts Venue,
7.4,Has a relaxed beer garden overlooking the river where you sit between garden patches.,Performing Arts Venue,
9.3,"Free wifi, restrooms, and water at the bar opposite the Clore Ballroom!",Performing Arts Venue,
8.0,Great events and lovely space. Good food in the cafe too,Performing Arts Venue,
8.1,This is a working film studio but every Tuesday they show a film inside their screening room for free but donations are encouraged.,Performing Arts Venue,
8.9,"Lovely place, lost many an evening there - favourite port in London",Performing Arts Venue,
8.4,"Good little theatre. Try their bar, the staff are lovely.",Indie Theater,
7.3,Great shows from conservatory students,Dance Studio,
6.8,Saturday morning children's classes are great fun. Excellent informal introduction to dance.,Dance Studio,
7.2,"The best leisure centre of the area you can enjoy a very new gym, nice sports hall to play badminton or relax in the swimming pool. I really recommend it!",Pool,
6.6,Much nicer than Tottenham.,Pool,
6.6,Much nicer than Tottenham.,Pool,
6.6,Much nicer than Tottenham.,Pool,
6.6,Much nicer than Tottenham.,Pool,
6.6,Much nicer than Tottenham.,Pool,
7.2,"Completely refurbished; with the £5.60 annual membership it's just £3.20 a go for the pool - cheaper than a coffee! Bicycle parking in front, Santander rentals across the street, DLR station next door",Pool,
7.9,You get £1 off if you book online,Pool,
9.3,"An uplifting swim. Bright, airy, great staff. I'd say get in before 10.30 at the weekend - plenty of room at that time",Pool,
7.2,"Completely refurbished; with the £5.60 annual membership it's just £3.20 a go for the pool - cheaper than a coffee! Bicycle parking in front, Santander rentals across the street, DLR station next door",Pool,
6.0,"Need to sort out the changing rooms dry side, a disgrace.",Pool,
9.3,"A state of the art building set in the open space of the Olympic Park. The olympic sized pool is amazing and carries the emotions from London 2012, but the training pools are now overcrowded.",Pool,
7.2,"Completely refurbished; with the £5.60 annual membership it's just £3.20 a go for the pool - cheaper than a coffee! Bicycle parking in front, Santander rentals across the street, DLR station next door",Pool,
6.2,"Previously at Heron Quay, this illuminated sculpture by Pierre Vivant  was taken down in 2012 and relocated to the roundabout outside Billingsgate Market in 2014.",Public Art,Arts & Entertainment
6.2,"Previously at Heron Quay, this illuminated sculpture by Pierre Vivant  was taken down in 2012 and relocated to the roundabout outside Billingsgate Market in 2014.",Public Art,Arts & Entertainment
6.2,"Previously at Heron Quay, this illuminated sculpture by Pierre Vivant  was taken down in 2012 and relocated to the roundabout outside Billingsgate Market in 2014.",Public Art,Arts & Entertainment
6.0,Patriot 🇷🇺🇷🇺🇷🇺,Public Art,Arts & Entertainment
6.0,Patriot 🇷🇺🇷🇺🇷🇺,Public Art,Arts & Entertainment
6.0,Patriot 🇷🇺🇷🇺🇷🇺,Public Art,Arts & Entertainment
6.0,Fish and chips are great,Racecourse,
7.3,Bet on  win one,Racetrack,
9.1,If you like it then ya shoulda put a roof on it,Stadium,
9.1,I love theese types of buildings. Really nice place and landmark.,Stadium,
7.1,Nice little stadium,Soccer Stadium,
7.4,It's abandoned.,Soccer Stadium,
5.7,"The club was formed by merger in 1992 but descends from amateur clubs which date back to 1881. Victoria Road’s attendance record of 7,200 was set when Dagenham hosted Reading in the 1967 FA Cup.",Soccer Stadium,
5.0,Great bar shame facilities has stood still still enjoyed the game and will return,Soccer Stadium,
8.9,victory parade #cfc #champions,Soccer Stadium,
7.1,UTB away ticket office opens 1pm,Soccer Stadium,
5.8,Watch Port Vale hammer the Bees!,Soccer Stadium,
5.7,"The club was formed by merger in 1992 but descends from amateur clubs which date back to 1881. Victoria Road’s attendance record of 7,200 was set when Dagenham hosted Reading in the 1967 FA Cup.",Soccer Stadium,
9.1,The south Park is now open offering closer views of the Olympic Stadium,Park,
8.5,Large and beautiful park. Worth visiting at the peak of each season to admire nature at its finest. Also fine is the café and cake shop. Toilets acceptable; do some water fowl watch at the lakes.,Park,
9.1,"It can't be denied: they've done a great job turning the Olympic Park into a new public park for London. Go and explore, it's especially good in the summer with water fountains & wild flowers galore.",Park,
9.6,"Great park for running, there are water fountains dotted around the paths and lots of other friendly joggers.",Park,
7.3,"Excellent park with swings, water park, boating lake, coffee shop, and wide open spaces for a game of rounders. Car park £2.",Park,
7.5,"The park on this beautiful walled garden site is the best for miles around. There's an enormous sandpit and all sorts of toddler climbing frames, plus an adventure playground for the older kids.",Park,
8.8,Danson festival is always great.,Park,
9.1,Hosting the Holi Festival of Colour too,Park,
7.8,Best visited when the free canary wharf jazz festival is on.,Park,
9.6,summer festivals! but awesome year round,Park,
5.7,Ice Sculpting festival this weekend,Park,
9.7,Music festivals being held here for the next 2 weeks. Grab a ticket if u can.,Park,
9.6,"My favorite park in the city. Lovely weather, shady, lots of benches and great views of the parade grounds.",Park,
9.7,"Lovely place. Beautiful gardens, amazing roses parade, sunbath chairs, and just great for relax and walk",Park,
9.4,Heaven on earth 💛,Park,
6.8,Contains some good trails for Mountain Bike Riders.,Park,
8.0,"Have a walk on the only-pedestrian bridge, it's amazing!",Park,
9.7,"if you want to visit Greenwich Park, I suggest you to take ferry from Westminster Bridge to Greenwich, its around £13 ticket. 50% discount ONLY applies MONDAY to FRIDAY for ONLINE BOOKINGS. ;)",Park,
9.6,"1 September: Sit in an alcove of old London Bridge. Two of the 1760 alcoves from London Bridge were relocated to the eastern fringes of the park in 1860, where they now act as simple park seats.",Park,
6.7,"Amazing with a little pond/stream, bridge nice bike ride through the woods, open greenery/space/field with a lovely big river and a nice swing park for the kids further down :)",Park,
9.6,The path along the canal is very nice,Park,
9.1,Gardens and canal look stunning on a sunny day,Park,
8.9,"Walks, wildlife, canals and industrial history. A peaceful and beautifully unique part of London",Park,
7.5,"Sort of secret garden in East Greenwich (away from the tourist centre) In the centre is a small, not at all ghoulish, naval cemetery. In the summer they have a farmers market on Saturdays",Park,
7.7,Pretty cemetery - nice spot for an al fresco lunch - there are plenty of benches,Park,
6.3,A number of archaeological excavations around Finsbury Circus have recorded burials of a Roman cemetery to the north of the city walls.,Park,
