tips,lem_words,lem_tags,word_tags,lng,lat
Great hospital staffed by amazing people. Cherish these services while we still have them. They are the people who have trained to care for you so take care of them. Treat them with respect always.,great hospital staff amazing person cherish service still have be person have train care so take care treat respect always,JJ NN VB JJ NN VB NN RB VB VB NN VB VB VB RB VB NN VB NN RB,"[great/JJ, hospital/NN, staff/VB, amazing/JJ, person/NN, cherish/VB, service/NN, still/RB, have/VB, be/VB, person/NN, have/VB, train/VB, care/VB, so/RB, take/VB, care/NN, treat/VB, respect/NN, always/RB]",51.4681498958,-0.0930162493995
Good location great teachers,good location great teacher,JJ NN JJ NN,"[good/JJ, location/NN, great/JJ, teacher/NN]",51.5171597738,-0.125417747113
Choose another uni,choose uni,VB JJ,"[choose/VB, uni/JJ]",51.4947608175,-0.101678297411
"This campus includes the Florence Nightingale School of Nursing and Midwifery named for the founder of modern nursing, and a rebel who shunned societal expectations for women. Go, Florence!",campus include florence nightingale school nursing midwifery name founder modern nursing rebel shun societal expectation woman go florence,NN VB NN NN NN NN NN VB NN JJ NN NN VB JJ NN NN VB NN,"[campus/NN, include/VB, florence/NN, nightingale/NN, school/NN, nursing/NN, midwifery/NN, name/VB, founder/NN, modern/JJ, nursing/NN, rebel/NN, shun/VB, societal/JJ, expectation/NN, woman/NN, go/VB, florence/NN]",51.5055975107,-0.112166203111
"Get into the enclosed bar right at the top during a gig for a super-cheap, super-strong cocktail. £3.50 goes a long way in here. After more than a couple, however, you'll struggle to go a short way.",get enclose bar right top gig super cheap super strong cocktail go long way here more couple however ll struggle go short way,VB VB NN RB NN NN JJ JJ JJ JJ NN VB JJ NN RB JJ NN RB VB NN VB JJ NN,"[get/VB, enclose/VB, bar/NN, right/RB, top/NN, gig/NN, super/JJ, cheap/JJ, super/JJ, strong/JJ, cocktail/NN, go/VB, long/JJ, way/NN, here/RB, more/JJ, couple/NN, however/RB, ll/VB, struggle/NN, go/VB, short/JJ, way/NN]",51.5111798355,-0.115168768239
"The Company of Surgeons moved to Lincoln’s Inn Fields in 1797, and received a royal charter 3 years later. Since 1799 it has housed the Hunterian Museum of anatomical oddities.",company surgeon move lincoln inn field receive royal charter year later have house hunterian museum anatomical oddity,NN NN VB VB NN NN VB JJ NN NN RB VB VB JJ NN JJ NN,"[company/NN, surgeon/NN, move/VB, lincoln/VB, inn/NN, field/NN, receive/VB, royal/JJ, charter/NN, year/NN, later/RB, have/VB, house/VB, hunterian/JJ, museum/NN, anatomical/JJ, oddity/NN]",51.5153709758,-0.116230884057
The most amazing university you'll ever visit.,most amazing university ll ever visit,RB JJ NN VB RB NN,"[most/RB, amazing/JJ, university/NN, ll/VB, ever/RB, visit/NN]",51.5364091935,-0.124761491449
"Designed by Sir Christopher Wren, the college was going to have an enormous dome in the middle, but Queen Mary II objected as it would block the view of the river from her house in Greenwich Park.",design sir christopher wren college be go have enormous dome middle queen mary ii object block view river house greenwich park,VB NN NN VB NN VB VB VB JJ NN JJ NN JJ NN VB VB NN NN NN JJ NN,"[design/VB, sir/NN, christopher/NN, wren/VB, college/NN, be/VB, go/VB, have/VB, enormous/JJ, dome/NN, middle/JJ, queen/NN, mary/JJ, ii/NN, object/VB, block/VB, view/NN, river/NN, house/NN, greenwich/JJ, park/NN]",51.4832336577,-0.00557899475098
Much nicer than Tottenham.,much nicer tottenham,RB JJ NN,"[much/RB, nicer/JJ, tottenham/NN]",51.5911675773,-0.0101651905001
Residence is depressing :(,residence be depress,NN VB VB,"[residence/NN, be/VB, depress/VB]",51.4814623552,-0.021853351134
Fish and Chip take-aways all over the place nearby :],fish chip take away place nearby,NN NN NN VB NN RB,"[fish/NN, chip/NN, take/NN, away/VB, place/NN, nearby/RB]",51.5815232472,0.222022533417
Does anyone know the passwords for any of the wifi connections?,do anyone know password wifi connection,VB NN VB NN NN NN,"[do/VB, anyone/NN, know/VB, password/NN, wifi/NN, connection/NN]",51.5609034012,0.232691981251
New here looking for friends,new here look friend,JJ RB VB NN,"[new/JJ, here/RB, look/VB, friend/NN]",51.5399620612,0.00961735414454
these fuckers that go to this college dont have any manners for there alders they think they know it all.,fucker go college dont have manner alder think know,NN VB NN VB VB NN NN VB VB,"[fucker/NN, go/VB, college/NN, dont/VB, have/VB, manner/NN, alder/NN, think/VB, know/VB]",51.4679108306,-0.0433337688446
GamesMaker training for the 2012 Olympics is taking place here.,gamesmaker training olympics be take place here,NN NN NN VB VB NN RB,"[gamesmaker/NN, training/NN, olympics/NN, be/VB, take/VB, place/NN, here/RB]",51.5295789643,-0.0799016777445
www.Bromley.ac.uk for more information,www bromley ac uk more information,NN NN NN NN JJ NN,"[www/NN, bromley/NN, ac/NN, uk/NN, more/JJ, information/NN]",51.3872750718,0.0353250064007
Some Sundays they have a wonderful farmers market.,sunday have wonderful farmer market,NN VB JJ NN NN,"[sunday/NN, have/VB, wonderful/JJ, farmer/NN, market/NN]",51.439282855,-0.0840067863464
"Make friend with stuff, they ll help you a lot",make friend stuff ll help lot,VB NN NN VB VB NN,"[make/VB, friend/NN, stuff/NN, ll/VB, help/VB, lot/NN]",51.4077572135,-0.0334246441806
Creamichoc is delicious,creamichoc be delicious,NN VB JJ,"[creamichoc/NN, be/VB, delicious/JJ]",51.4676769054,-0.0879442691803
Holbern hop every Thursday. So fun,holbern hop thursday fun,NN NN NN NN,"[holbern/NN, hop/NN, thursday/NN, fun/NN]",51.5155358586,-0.119352893786
"Not great, not bad. Good enough, I suppose.",not great not bad good enough suppose,RB JJ RB JJ JJ JJ VB,"[not/RB, great/JJ, not/RB, bad/JJ, good/JJ, enough/JJ, suppose/VB]",51.5261104901,-0.118911979233
Excellent security. The safety of students are vital.,excellent security safety student be vital,JJ NN NN NN VB JJ,"[excellent/JJ, security/NN, safety/NN, student/NN, be/VB, vital/JJ]",51.4739674832,-0.0804747478182
Great hospital staffed by amazing people. Cherish these services while we still have them. They are the people who have trained to care for you so take care of them. Treat them with respect always.,great hospital staff amazing person cherish service still have be person have train care so take care treat respect always,JJ NN VB JJ NN VB NN RB VB VB NN VB VB VB RB VB NN VB NN RB,"[great/JJ, hospital/NN, staff/VB, amazing/JJ, person/NN, cherish/VB, service/NN, still/RB, have/VB, be/VB, person/NN, have/VB, train/VB, care/VB, so/RB, take/VB, care/NN, treat/VB, respect/NN, always/RB]",51.4681498958,-0.0930162493995
Last day in college in 2012!,last day college,JJ NN NN,"[last/JJ, day/NN, college/NN]",51.5184049266,-0.121875467555
Good location great teachers,good location great teacher,JJ NN JJ NN,"[good/JJ, location/NN, great/JJ, teacher/NN]",51.5171597738,-0.125417747113
One of the top 20 universities in the world!,top university world,JJ NN NN,"[top/JJ, university/NN, world/NN]",51.5116270804,-0.116375684738
"take cair if u diside to try the food, it nakes school food seam like the best thing ever.",take cair diside try food nake school food seam best thing ever,VB NN JJ VB NN VB NN NN NN JJ NN RB,"[take/VB, cair/NN, diside/JJ, try/VB, food/NN, nake/VB, school/NN, food/NN, seam/NN, best/JJ, thing/NN, ever/RB]",51.5222497561,-0.131132990506
Choose another uni,choose uni,VB JJ,"[choose/VB, uni/JJ]",51.4947608175,-0.101678297411
"This campus includes the Florence Nightingale School of Nursing and Midwifery named for the founder of modern nursing, and a rebel who shunned societal expectations for women. Go, Florence!",campus include florence nightingale school nursing midwifery name founder modern nursing rebel shun societal expectation woman go florence,NN VB NN NN NN NN NN VB NN JJ NN NN VB JJ NN NN VB NN,"[campus/NN, include/VB, florence/NN, nightingale/NN, school/NN, nursing/NN, midwifery/NN, name/VB, founder/NN, modern/JJ, nursing/NN, rebel/NN, shun/VB, societal/JJ, expectation/NN, woman/NN, go/VB, florence/NN]",51.5055975107,-0.112166203111
"Get into the enclosed bar right at the top during a gig for a super-cheap, super-strong cocktail. £3.50 goes a long way in here. After more than a couple, however, you'll struggle to go a short way.",get enclose bar right top gig super cheap super strong cocktail go long way here more couple however ll struggle go short way,VB VB NN RB NN NN JJ JJ JJ JJ NN VB JJ NN RB JJ NN RB VB NN VB JJ NN,"[get/VB, enclose/VB, bar/NN, right/RB, top/NN, gig/NN, super/JJ, cheap/JJ, super/JJ, strong/JJ, cocktail/NN, go/VB, long/JJ, way/NN, here/RB, more/JJ, couple/NN, however/RB, ll/VB, struggle/NN, go/VB, short/JJ, way/NN]",51.5111798355,-0.115168768239
UCL is one of the best universities in the world & was the first to admit women on equal terms with men. Hooray for equal opportunities in education!,ucl be best university world be first admit woman equal term man hooray equal opportunity education,NN VB JJ NN NN VB JJ VB NN JJ NN NN VB JJ NN NN,"[ucl/NN, be/VB, best/JJ, university/NN, world/NN, be/VB, first/JJ, admit/VB, woman/NN, equal/JJ, term/NN, man/NN, hooray/VB, equal/JJ, opportunity/NN, education/NN]",51.5243952689,-0.1335928284
Be nice to the staff. They are overworked and under paid.,be nice staff be overwork paid,VB JJ NN VB VB JJ,"[be/VB, nice/JJ, staff/NN, be/VB, overwork/VB, paid/JJ]",51.5250044225,-0.136338616504
sleep zZzZ,sleep zzzz,NN NN,"[sleep/NN, zzzz/NN]",51.5367665011,-0.133783336433
I love the people in the English Language Center! Everyone is so nice and friendly!,love person english language center everyone be so nice friendly,VB NN NN NN NN NN VB RB JJ JJ,"[love/VB, person/NN, english/NN, language/NN, center/NN, everyone/NN, be/VB, so/RB, nice/JJ, friendly/JJ]",51.5147855726,-0.123150487643
"The Company of Surgeons moved to Lincoln’s Inn Fields in 1797, and received a royal charter 3 years later. Since 1799 it has housed the Hunterian Museum of anatomical oddities.",company surgeon move lincoln inn field receive royal charter year later have house hunterian museum anatomical oddity,NN NN VB VB NN NN VB JJ NN NN RB VB VB JJ NN JJ NN,"[company/NN, surgeon/NN, move/VB, lincoln/VB, inn/NN, field/NN, receive/VB, royal/JJ, charter/NN, year/NN, later/RB, have/VB, house/VB, hunterian/JJ, museum/NN, anatomical/JJ, oddity/NN]",51.5153709758,-0.116230884057
The most amazing university you'll ever visit.,most amazing university ll ever visit,RB JJ NN VB RB NN,"[most/RB, amazing/JJ, university/NN, ll/VB, ever/RB, visit/NN]",51.5364091935,-0.124761491449
One of the most authentic library room for studying in London!,most authentic library room study london,RB JJ NN NN VB NN,"[most/RB, authentic/JJ, library/NN, room/NN, study/VB, london/NN]",51.5154163058,-0.110410012058
"daily Sivananda yoga classes, vegetarian/ vegan meals, a bookstore, yoga supplies, meditation, TTC & much more in a beautiful & tranquil place",daily sivananda yoga class vegetarian vegan meal bookstore yoga supply meditation ttc much more beautiful tranquil place,JJ NN NN NN JJ NN NN NN NN NN NN NN RB RB JJ JJ NN,"[daily/JJ, sivananda/NN, yoga/NN, class/NN, vegetarian/JJ, vegan/NN, meal/NN, bookstore/NN, yoga/NN, supply/NN, meditation/NN, ttc/NN, much/RB, more/RB, beautiful/JJ, tranquil/JJ, place/NN]",51.4656133076,-0.217949042873
Not good food. Really expensive!,not good food really expensive,RB JJ NN RB JJ,"[not/RB, good/JJ, food/NN, really/RB, expensive/JJ]",51.5076306464,0.0639772156276
New salad bar now open!,new salad bar now open,JJ NN NN RB JJ,"[new/JJ, salad/NN, bar/NN, now/RB, open/JJ]",51.4460580067,0.077919719819
Buy a filter coffee and flapjack for £1.99,buy filter coffee flapjack,VB NN NN NN,"[buy/VB, filter/NN, coffee/NN, flapjack/NN]",51.4835643863,-0.00451442353664
The most awful and pricy lunch I've ever had so far. Get away from there and grab some instant food in Sainsbury's across the street,most awful pricy lunch ve ever have so far get away there grab instant food sainsbury street,RB JJ NN NN NN RB VB RB RB VB RB RB VB JJ NN NN NN,"[most/RB, awful/JJ, pricy/NN, lunch/NN, ve/NN, ever/RB, have/VB, so/RB, far/RB, get/VB, away/RB, there/RB, grab/VB, instant/JJ, food/NN, sainsbury/NN, street/NN]",51.5252345874,-0.0394385368731
"Quick lunches - salads, baguette sandwiches, cakes and costa coffee. If you are looking for a cafe relatively less busy in Goldsmiths.",quick lunch salad sandwich cake costa coffee be look cafe relatively less busy goldsmith,JJ NN NN NN NN JJ NN VB VB NN RB RB JJ NN,"[quick/JJ, lunch/NN, salad/NN, sandwich/NN, cake/NN, costa/JJ, coffee/NN, be/VB, look/VB, cafe/NN, relatively/RB, less/RB, busy/JJ, goldsmith/NN]",51.4745412869,-0.0357446883246
"Club Sandwich - every wednesday. Prepare for cheap doubles and mixers, perfectly placed artistic poos on the dancefloor and a very good time.",club sandwich wednesday prepare cheap double mixer perfectly placed artistic poos dancefloor very good time,NN NN NN VB JJ NN NN RB JJ JJ NN NN RB JJ NN,"[club/NN, sandwich/NN, wednesday/NN, prepare/VB, cheap/JJ, double/NN, mixer/NN, perfectly/RB, placed/JJ, artistic/JJ, poos/NN, dancefloor/NN, very/RB, good/JJ, time/NN]",51.4744904251,-0.0361458253028
"Designed by Sir Christopher Wren, the college was going to have an enormous dome in the middle, but Queen Mary II objected as it would block the view of the river from her house in Greenwich Park.",design sir christopher wren college be go have enormous dome middle queen mary ii object block view river house greenwich park,VB NN NN VB NN VB VB VB JJ NN JJ NN JJ NN VB VB NN NN NN JJ NN,"[design/VB, sir/NN, christopher/NN, wren/VB, college/NN, be/VB, go/VB, have/VB, enormous/JJ, dome/NN, middle/JJ, queen/NN, mary/JJ, ii/NN, object/VB, block/VB, view/NN, river/NN, house/NN, greenwich/JJ, park/NN]",51.4832336577,-0.00557899475098
Much nicer than Tottenham.,much nicer tottenham,RB JJ NN,"[much/RB, nicer/JJ, tottenham/NN]",51.5911675773,-0.0101651905001
Residence is depressing :(,residence be depress,NN VB VB,"[residence/NN, be/VB, depress/VB]",51.4814623552,-0.021853351134
Fish and Chip take-aways all over the place nearby :],fish chip take away place nearby,NN NN NN VB NN RB,"[fish/NN, chip/NN, take/NN, away/VB, place/NN, nearby/RB]",51.5815232472,0.222022533417
Does anyone know the passwords for any of the wifi connections?,do anyone know password wifi connection,VB NN VB NN NN NN,"[do/VB, anyone/NN, know/VB, password/NN, wifi/NN, connection/NN]",51.5609034012,0.232691981251
New here looking for friends,new here look friend,JJ RB VB NN,"[new/JJ, here/RB, look/VB, friend/NN]",51.5399620612,0.00961735414454
these fuckers that go to this college dont have any manners for there alders they think they know it all.,fucker go college dont have manner alder think know,NN VB NN VB VB NN NN VB VB,"[fucker/NN, go/VB, college/NN, dont/VB, have/VB, manner/NN, alder/NN, think/VB, know/VB]",51.4679108306,-0.0433337688446
GamesMaker training for the 2012 Olympics is taking place here.,gamesmaker training olympics be take place here,NN NN NN VB VB NN RB,"[gamesmaker/NN, training/NN, olympics/NN, be/VB, take/VB, place/NN, here/RB]",51.5295789643,-0.0799016777445
www.Bromley.ac.uk for more information,www bromley ac uk more information,NN NN NN NN JJ NN,"[www/NN, bromley/NN, ac/NN, uk/NN, more/JJ, information/NN]",51.3872750718,0.0353250064007
Some Sundays they have a wonderful farmers market.,sunday have wonderful farmer market,NN VB JJ NN NN,"[sunday/NN, have/VB, wonderful/JJ, farmer/NN, market/NN]",51.439282855,-0.0840067863464
"Make friend with stuff, they ll help you a lot",make friend stuff ll help lot,VB NN NN VB VB NN,"[make/VB, friend/NN, stuff/NN, ll/VB, help/VB, lot/NN]",51.4077572135,-0.0334246441806
Creamichoc is delicious,creamichoc be delicious,NN VB JJ,"[creamichoc/NN, be/VB, delicious/JJ]",51.4676769054,-0.0879442691803
Holbern hop every Thursday. So fun,holbern hop thursday fun,NN NN NN NN,"[holbern/NN, hop/NN, thursday/NN, fun/NN]",51.5155358586,-0.119352893786
"Not great, not bad. Good enough, I suppose.",not great not bad good enough suppose,RB JJ RB JJ JJ JJ VB,"[not/RB, great/JJ, not/RB, bad/JJ, good/JJ, enough/JJ, suppose/VB]",51.5261104901,-0.118911979233
Excellent security. The safety of students are vital.,excellent security safety student be vital,JJ NN NN NN VB JJ,"[excellent/JJ, security/NN, safety/NN, student/NN, be/VB, vital/JJ]",51.4739674832,-0.0804747478182
Great hospital staffed by amazing people. Cherish these services while we still have them. They are the people who have trained to care for you so take care of them. Treat them with respect always.,great hospital staff amazing person cherish service still have be person have train care so take care treat respect always,JJ NN VB JJ NN VB NN RB VB VB NN VB VB VB RB VB NN VB NN RB,"[great/JJ, hospital/NN, staff/VB, amazing/JJ, person/NN, cherish/VB, service/NN, still/RB, have/VB, be/VB, person/NN, have/VB, train/VB, care/VB, so/RB, take/VB, care/NN, treat/VB, respect/NN, always/RB]",51.4681498958,-0.0930162493995
Last day in college in 2012!,last day college,JJ NN NN,"[last/JJ, day/NN, college/NN]",51.5184049266,-0.121875467555
Good location great teachers,good location great teacher,JJ NN JJ NN,"[good/JJ, location/NN, great/JJ, teacher/NN]",51.5171597738,-0.125417747113
One of the top 20 universities in the world!,top university world,JJ NN NN,"[top/JJ, university/NN, world/NN]",51.5116270804,-0.116375684738
"take cair if u diside to try the food, it nakes school food seam like the best thing ever.",take cair diside try food nake school food seam best thing ever,VB NN JJ VB NN VB NN NN NN JJ NN RB,"[take/VB, cair/NN, diside/JJ, try/VB, food/NN, nake/VB, school/NN, food/NN, seam/NN, best/JJ, thing/NN, ever/RB]",51.5222497561,-0.131132990506
Choose another uni,choose uni,VB JJ,"[choose/VB, uni/JJ]",51.4947608175,-0.101678297411
"This campus includes the Florence Nightingale School of Nursing and Midwifery named for the founder of modern nursing, and a rebel who shunned societal expectations for women. Go, Florence!",campus include florence nightingale school nursing midwifery name founder modern nursing rebel shun societal expectation woman go florence,NN VB NN NN NN NN NN VB NN JJ NN NN VB JJ NN NN VB NN,"[campus/NN, include/VB, florence/NN, nightingale/NN, school/NN, nursing/NN, midwifery/NN, name/VB, founder/NN, modern/JJ, nursing/NN, rebel/NN, shun/VB, societal/JJ, expectation/NN, woman/NN, go/VB, florence/NN]",51.5055975107,-0.112166203111
"Get into the enclosed bar right at the top during a gig for a super-cheap, super-strong cocktail. £3.50 goes a long way in here. After more than a couple, however, you'll struggle to go a short way.",get enclose bar right top gig super cheap super strong cocktail go long way here more couple however ll struggle go short way,VB VB NN RB NN NN JJ JJ JJ JJ NN VB JJ NN RB JJ NN RB VB NN VB JJ NN,"[get/VB, enclose/VB, bar/NN, right/RB, top/NN, gig/NN, super/JJ, cheap/JJ, super/JJ, strong/JJ, cocktail/NN, go/VB, long/JJ, way/NN, here/RB, more/JJ, couple/NN, however/RB, ll/VB, struggle/NN, go/VB, short/JJ, way/NN]",51.5111798355,-0.115168768239
UCL is one of the best universities in the world & was the first to admit women on equal terms with men. Hooray for equal opportunities in education!,ucl be best university world be first admit woman equal term man hooray equal opportunity education,NN VB JJ NN NN VB JJ VB NN JJ NN NN VB JJ NN NN,"[ucl/NN, be/VB, best/JJ, university/NN, world/NN, be/VB, first/JJ, admit/VB, woman/NN, equal/JJ, term/NN, man/NN, hooray/VB, equal/JJ, opportunity/NN, education/NN]",51.5243952689,-0.1335928284
Be nice to the staff. They are overworked and under paid.,be nice staff be overwork paid,VB JJ NN VB VB JJ,"[be/VB, nice/JJ, staff/NN, be/VB, overwork/VB, paid/JJ]",51.5250044225,-0.136338616504
sleep zZzZ,sleep zzzz,NN NN,"[sleep/NN, zzzz/NN]",51.5367665011,-0.133783336433
I love the people in the English Language Center! Everyone is so nice and friendly!,love person english language center everyone be so nice friendly,VB NN NN NN NN NN VB RB JJ JJ,"[love/VB, person/NN, english/NN, language/NN, center/NN, everyone/NN, be/VB, so/RB, nice/JJ, friendly/JJ]",51.5147855726,-0.123150487643
"The Company of Surgeons moved to Lincoln’s Inn Fields in 1797, and received a royal charter 3 years later. Since 1799 it has housed the Hunterian Museum of anatomical oddities.",company surgeon move lincoln inn field receive royal charter year later have house hunterian museum anatomical oddity,NN NN VB VB NN NN VB JJ NN NN RB VB VB JJ NN JJ NN,"[company/NN, surgeon/NN, move/VB, lincoln/VB, inn/NN, field/NN, receive/VB, royal/JJ, charter/NN, year/NN, later/RB, have/VB, house/VB, hunterian/JJ, museum/NN, anatomical/JJ, oddity/NN]",51.5153709758,-0.116230884057
The most amazing university you'll ever visit.,most amazing university ll ever visit,RB JJ NN VB RB NN,"[most/RB, amazing/JJ, university/NN, ll/VB, ever/RB, visit/NN]",51.5364091935,-0.124761491449
"Best time to go is 7am, anytime after noon the strength and conditioning area just stinks of testosterone!",best time go be be anytime noon strength conditioning area just stink testosterone,VB NN VB VB VB RB NN NN NN NN RB VB NN,"[best/VB, time/NN, go/VB, be/VB, be/VB, anytime/RB, noon/NN, strength/NN, conditioning/NN, area/NN, just/RB, stink/VB, testosterone/NN]",51.5075987304,0.0687360238668
Great for a workout & not full of posers,great workout not full poser,JJ NN RB JJ NN,"[great/JJ, workout/NN, not/RB, full/JJ, poser/NN]",51.5095017823,0.0134724113201
"No kids which is nice. Cleanliness has gone downhill last few months. Got all the basics, get what you pay for",kid be nice cleanliness have go downhill last few month get basic get pay,NN VB JJ NN VB VB RB JJ JJ NN VB NN VB VB,"[kid/NN, be/VB, nice/JJ, cleanliness/NN, have/VB, go/VB, downhill/RB, last/JJ, few/JJ, month/NN, get/VB, basic/NN, get/VB, pay/VB]",51.4345154565,0.175995043356
"Designed by Sir Christopher Wren, the college was going to have an enormous dome in the middle, but Queen Mary II objected as it would block the view of the river from her house in Greenwich Park.",design sir christopher wren college be go have enormous dome middle queen mary ii object block view river house greenwich park,VB NN NN VB NN VB VB VB JJ NN JJ NN JJ NN VB VB NN NN NN JJ NN,"[design/VB, sir/NN, christopher/NN, wren/VB, college/NN, be/VB, go/VB, have/VB, enormous/JJ, dome/NN, middle/JJ, queen/NN, mary/JJ, ii/NN, object/VB, block/VB, view/NN, river/NN, house/NN, greenwich/JJ, park/NN]",51.4832336577,-0.00557899475098
These guys are working on really Cool Apps.,guy be work really cool apps,NN VB VB RB JJ NN,"[guy/NN, be/VB, work/VB, really/RB, cool/JJ, apps/NN]",51.5214764833,-0.113012854057
Great space for hiring viewing facilities and meeting rooms,great space hire viewing facility meeting room,JJ NN VB JJ NN NN NN,"[great/JJ, space/NN, hire/VB, viewing/JJ, facility/NN, meeting/NN, room/NN]",51.515133,-0.124461
Much nicer than Tottenham.,much nicer tottenham,RB JJ NN,"[much/RB, nicer/JJ, tottenham/NN]",51.5911675773,-0.0101651905001
Residence is depressing :(,residence be depress,NN VB VB,"[residence/NN, be/VB, depress/VB]",51.4814623552,-0.021853351134
Fish and Chip take-aways all over the place nearby :],fish chip take away place nearby,NN NN NN VB NN RB,"[fish/NN, chip/NN, take/NN, away/VB, place/NN, nearby/RB]",51.5815232472,0.222022533417
Does anyone know the passwords for any of the wifi connections?,do anyone know password wifi connection,VB NN VB NN NN NN,"[do/VB, anyone/NN, know/VB, password/NN, wifi/NN, connection/NN]",51.5609034012,0.232691981251
New here looking for friends,new here look friend,JJ RB VB NN,"[new/JJ, here/RB, look/VB, friend/NN]",51.5399620612,0.00961735414454
these fuckers that go to this college dont have any manners for there alders they think they know it all.,fucker go college dont have manner alder think know,NN VB NN VB VB NN NN VB VB,"[fucker/NN, go/VB, college/NN, dont/VB, have/VB, manner/NN, alder/NN, think/VB, know/VB]",51.4679108306,-0.0433337688446
GamesMaker training for the 2012 Olympics is taking place here.,gamesmaker training olympics be take place here,NN NN NN VB VB NN RB,"[gamesmaker/NN, training/NN, olympics/NN, be/VB, take/VB, place/NN, here/RB]",51.5295789643,-0.0799016777445
www.Bromley.ac.uk for more information,www bromley ac uk more information,NN NN NN NN JJ NN,"[www/NN, bromley/NN, ac/NN, uk/NN, more/JJ, information/NN]",51.3872750718,0.0353250064007
Some Sundays they have a wonderful farmers market.,sunday have wonderful farmer market,NN VB JJ NN NN,"[sunday/NN, have/VB, wonderful/JJ, farmer/NN, market/NN]",51.439282855,-0.0840067863464
"Make friend with stuff, they ll help you a lot",make friend stuff ll help lot,VB NN NN VB VB NN,"[make/VB, friend/NN, stuff/NN, ll/VB, help/VB, lot/NN]",51.4077572135,-0.0334246441806
Creamichoc is delicious,creamichoc be delicious,NN VB JJ,"[creamichoc/NN, be/VB, delicious/JJ]",51.4676769054,-0.0879442691803
Holbern hop every Thursday. So fun,holbern hop thursday fun,NN NN NN NN,"[holbern/NN, hop/NN, thursday/NN, fun/NN]",51.5155358586,-0.119352893786
"Not great, not bad. Good enough, I suppose.",not great not bad good enough suppose,RB JJ RB JJ JJ JJ VB,"[not/RB, great/JJ, not/RB, bad/JJ, good/JJ, enough/JJ, suppose/VB]",51.5261104901,-0.118911979233
Excellent security. The safety of students are vital.,excellent security safety student be vital,JJ NN NN NN VB JJ,"[excellent/JJ, security/NN, safety/NN, student/NN, be/VB, vital/JJ]",51.4739674832,-0.0804747478182
Great hospital staffed by amazing people. Cherish these services while we still have them. They are the people who have trained to care for you so take care of them. Treat them with respect always.,great hospital staff amazing person cherish service still have be person have train care so take care treat respect always,JJ NN VB JJ NN VB NN RB VB VB NN VB VB VB RB VB NN VB NN RB,"[great/JJ, hospital/NN, staff/VB, amazing/JJ, person/NN, cherish/VB, service/NN, still/RB, have/VB, be/VB, person/NN, have/VB, train/VB, care/VB, so/RB, take/VB, care/NN, treat/VB, respect/NN, always/RB]",51.4681498958,-0.0930162493995
Last day in college in 2012!,last day college,JJ NN NN,"[last/JJ, day/NN, college/NN]",51.5184049266,-0.121875467555
Good location great teachers,good location great teacher,JJ NN JJ NN,"[good/JJ, location/NN, great/JJ, teacher/NN]",51.5171597738,-0.125417747113
One of the top 20 universities in the world!,top university world,JJ NN NN,"[top/JJ, university/NN, world/NN]",51.5116270804,-0.116375684738
Choose another uni,choose uni,VB JJ,"[choose/VB, uni/JJ]",51.4947608175,-0.101678297411
"This campus includes the Florence Nightingale School of Nursing and Midwifery named for the founder of modern nursing, and a rebel who shunned societal expectations for women. Go, Florence!",campus include florence nightingale school nursing midwifery name founder modern nursing rebel shun societal expectation woman go florence,NN VB NN NN NN NN NN VB NN JJ NN NN VB JJ NN NN VB NN,"[campus/NN, include/VB, florence/NN, nightingale/NN, school/NN, nursing/NN, midwifery/NN, name/VB, founder/NN, modern/JJ, nursing/NN, rebel/NN, shun/VB, societal/JJ, expectation/NN, woman/NN, go/VB, florence/NN]",51.5055975107,-0.112166203111
"Get into the enclosed bar right at the top during a gig for a super-cheap, super-strong cocktail. £3.50 goes a long way in here. After more than a couple, however, you'll struggle to go a short way.",get enclose bar right top gig super cheap super strong cocktail go long way here more couple however ll struggle go short way,VB VB NN RB NN NN JJ JJ JJ JJ NN VB JJ NN RB JJ NN RB VB NN VB JJ NN,"[get/VB, enclose/VB, bar/NN, right/RB, top/NN, gig/NN, super/JJ, cheap/JJ, super/JJ, strong/JJ, cocktail/NN, go/VB, long/JJ, way/NN, here/RB, more/JJ, couple/NN, however/RB, ll/VB, struggle/NN, go/VB, short/JJ, way/NN]",51.5111798355,-0.115168768239
I love the people in the English Language Center! Everyone is so nice and friendly!,love person english language center everyone be so nice friendly,VB NN NN NN NN NN VB RB JJ JJ,"[love/VB, person/NN, english/NN, language/NN, center/NN, everyone/NN, be/VB, so/RB, nice/JJ, friendly/JJ]",51.5147855726,-0.123150487643
"The Company of Surgeons moved to Lincoln’s Inn Fields in 1797, and received a royal charter 3 years later. Since 1799 it has housed the Hunterian Museum of anatomical oddities.",company surgeon move lincoln inn field receive royal charter year later have house hunterian museum anatomical oddity,NN NN VB VB NN NN VB JJ NN NN RB VB VB JJ NN JJ NN,"[company/NN, surgeon/NN, move/VB, lincoln/VB, inn/NN, field/NN, receive/VB, royal/JJ, charter/NN, year/NN, later/RB, have/VB, house/VB, hunterian/JJ, museum/NN, anatomical/JJ, oddity/NN]",51.5153709758,-0.116230884057
Good luck finding a working computer in here :P,good luck find working computer here,JJ NN VB JJ NN RB,"[good/JJ, luck/NN, find/VB, working/JJ, computer/NN, here/RB]",51.5072891642,0.0625136486042
When I grow up I want to be a fireman.,grow want be fireman,VB VB VB NN,"[grow/VB, want/VB, be/VB, fireman/NN]",51.5074108331,0.0649681544031
