venue_name,venue_id,rating,tips,cat_name,cat_id,ll
Perfect Fried Chicken,4fc778a8e4b00c1861fb4991,,,Fried Chicken Joint,4d4ae6fc7a7b7dea34424761,"51.5227364441,-0.0340288390919"
Dixie Chicken,4dbe90c1107ff2aa48c4b753,,The greasiest fried chicken shop in London. A true legend for all Queen Mary students.,Fried Chicken Joint,4d4ae6fc7a7b7dea34424761,"51.5244747344,-0.0364792118645"
KFC,4ff340c1e4b0c98ddb2570c5,5.8,,Fried Chicken Joint,4d4ae6fc7a7b7dea34424761,"51.3969790384,0.173954850316"
Famous Chicken & Pizza,4b620ceff964a52090322ae3,,Rated 1 by the food standards agency for hygiene: http://ratings.food.gov.uk/business/en-GB/85254  Avoid!,Fried Chicken Joint,4d4ae6fc7a7b7dea34424761,"51.5127296495,-0.039730756949"
Peri-peri Grilled Chicken,4ff58b5de4b05369cf206b0d,,,Fried Chicken Joint,4d4ae6fc7a7b7dea34424761,"51.5126163057,-0.0407281377269"
Perfect Fried Chicken,4c2f72e23896e21e82ece390,,Excellent 1/4 pounder,Fried Chicken Joint,4d4ae6fc7a7b7dea34424761,"51.5221991333,-0.044653"
A'la Pizza,52e55ac8498ed43182673da8,,,Fried Chicken Joint,4d4ae6fc7a7b7dea34424761,"51.521916293,-0.0457074862066"
KHF,524227bd11d2cfbe6a9a89ac,,"Their Chicken Burger is really good. Ask for their Mayonnaise, it's lovely :)",Fried Chicken Joint,4d4ae6fc7a7b7dea34424761,"51.5205914795,-0.0466337786111"
KFC,56608079498e2a648128426c,5.4,Disgustting,Fried Chicken Joint,4d4ae6fc7a7b7dea34424761,"51.5930834933,0.214009974559"
Perfect Fried Chicken,4c142239b7b9c9286ce3aa37,,"Along with fried chicken, they now do Peri Peri chicken and I can tell you that it's very nice. Their menu is huge with a vast array of chicken options. Very cheap. Can't go wrong really.",Fried Chicken Joint,4d4ae6fc7a7b7dea34424761,"51.4748302197,-0.0460590147616"
KFC,5235b5c511d20770907a4013,5.0,,Fried Chicken Joint,4d4ae6fc7a7b7dea34424761,"51.5435667466,-0.00622779994616"
KFC,4bbcbd32f57ba5932629adb9,5.0,Wicked zinger meal is always a win! Get a corn on cob as a side,Fried Chicken Joint,4d4ae6fc7a7b7dea34424761,"51.5426533594,-0.00454944200335"
The Reach Bar + Kitchen,52af7584498e380f7d2d7314,8.4,http://www.thereachbar.co.uk/,Gastropub,4bf58dd8d48988d155941735,"51.5067298053,0.073014672872"
The Rivington Bar & Grill,4bdefcd5c3392d7fbac99bd5,8.3,Great cocktails,Gastropub,4bf58dd8d48988d155941735,"51.4792232885,-0.0101079090364"
Princess of Wales,4b2fe171f964a520e1f124e3,8.0,"Good beer, comfortable, lets dogs in (and gave us a bowl of water and dog biscuits), good £10 deal on a very good burger + a beer, and friendly staff. Staff need better communication.",Gastropub,4bf58dd8d48988d155941735,"51.4693339802,0.0103595068169"
Dial Arch,4c2b7d7957a9c9b6e1fbf567,7.4,Gastropub with big range of beers,Pub,4bf58dd8d48988d11b941735,"51.4922711725,0.0699279682255"
The Gun,4ac518c4f964a5207ca420e3,8.9,Overlooking the Thames. Nice Gastropub apparently,Pub,4bf58dd8d48988d11b941735,"51.5018310121,-0.00777877734527"
Goddards at Greenwich,4f7c4939e4b07223780f35a3,7.9,The Chilli pies are lovely.....,Gastropub,4bf58dd8d48988d155941735,"51.4814571938,-0.00822343216462"
The Duke,528f9eb511d209b40bdcb71b,8.4,Cosy atmosphere..🍷🍺,Gastropub,4bf58dd8d48988d155941735,"51.5826628178,0.0277732880162"
The Great Eastern,4d3ca99405b8721e3a688e37,7.6,"Clean, tidy and in a nice area.",Gastropub,4bf58dd8d48988d155941735,"51.4887442042,-0.00592941578789"
The Lord Northbrook,4edcefa829c2b9122b6acb52,7.9,The scotch eggs are a must :),Gastropub,4bf58dd8d48988d155941735,"51.4508659716,0.0123395995004"
The Gipsy Moth,4b43bfa7f964a52057e825e3,7.8,They do Hendricks properly here!,Gastropub,4bf58dd8d48988d155941735,"51.4824165725,-0.0098120651462"
The Hill,4af6e913f964a5200f0422e3,7.4,The owner's father is a painter and you can see some of his work on the walls.,Gastropub,4bf58dd8d48988d155941735,"51.4756283888,-0.0104525534263"
The Empress,4e5d5cdecc3f288d99095c84,8.7,"I adore this place. Menu  has Spanish influences in a very well mixed selection . Indoors is cosy, outdoors is great. Service and staff is friendly.",Gastropub,4bf58dd8d48988d155941735,"51.5370478993,-0.0445331644228"
Green Goose,57f540f1498e052d698d84c4,7.8,"Great dinner menu of classic gastropub food with interesting twists. Pork & chorizo burger with bacon, fries and mint salad was yum!",Gastropub,4bf58dd8d48988d155941735,"51.5322648993,-0.0281351609361"
The George Staples,4b33bc31f964a5201d1e25e3,6.5,"Find this place very clicky.. locals give you dirty looks as you walk in, best avoided.",Gastropub,4bf58dd8d48988d155941735,"51.4508937651,0.102943459409"
The Station Hotel,4bdef47be75c0f47e463c903,7.4,Great food and family place. Has a lovely big beer garden.,Gastropub,4bf58dd8d48988d155941735,"51.4530797599,-0.000357694213527"
The Adam & Eve,4c549f54fd2ea593b533612a,8.2,"Proper pub. Casual, cosy and big, but still with atmosphere. Great for large groups. The roasts are ok, but nothing to write home about.",Gastropub,4bf58dd8d48988d155941735,"51.5488427104,-0.040375710522"
The Crown,4ad09b96f964a520b9d820e3,7.7,"Great pub, catch the tube to mile end, parking can be tricky",Gastropub,4bf58dd8d48988d155941735,"51.5331820814,-0.0415765120113"
Brewers Fayre Sidcup Place,4b129e86f964a520698b23e3,6.8,"Service ok, food comparable to school dinners! Avoid!",Gastropub,4bf58dd8d48988d155941735,"51.421828957,0.101385234162"
The Hare & Billet,4bc22ca74cdfc9b66bb39521,6.8,"Less busy than the rammed Princess of Wales, probably because of no outside seating, but a table by the windows gives a lovely view of the Heath. Ales on tap, too.",Gastropub,4bf58dd8d48988d155941735,"51.4681172414,0.00366651253831"
The Red Lion,4df902302271607ac919ce58,8.9,Great gastropub with fantastic food and a huge selection of ales.,Pub,4bf58dd8d48988d11b941735,"51.5678004914,0.0108576141028"
Hector & Noble,54e8bcf8498e3c879d2cff94,7.4,Beer and service,Gastropub,4bf58dd8d48988d155941735,"51.5383753954,-0.0437924483439"
The Fat Walrus,56aa727c498e940eeac5890a,7.1,American beers (Sierra Nevada pale ale and Lagunitas IPA) on draft. Service gets slow later at night,Gastropub,4bf58dd8d48988d155941735,"51.4739801238,-0.0340642436961"
Fox Connaught,54c0118d498ed3371cf5e6c9,5.8,"Honest breakfast and burgers. Try the potato in jacket with Chili, it's delicious.Could be noisy if there is a football or rugby match",Gastropub,4bf58dd8d48988d155941735,"51.5086796428,0.0395425296797"
The Lord Kitchener,4c151262a1010f47aa5f4d18,,,Gastropub,4bf58dd8d48988d155941735,"51.4691609456,0.122383049074"
North Pole Bar and Piano Restaurant,4b17f20af964a52008ca23e3,6.7,Блондинка за баром - русская ;),Gastropub,4bf58dd8d48988d155941735,"51.4770712458,-0.0168379536731"
The Bull's Head,4bd49e13cfa7b713d17924da,6.7,"Great Sunday roasts, lots on the plate :)",Gastropub,4bf58dd8d48988d155941735,"51.410996989,0.0766676150536"
The Narrow,4ac518c3f964a52058a420e3,6.2,Absolutely awesome ! For some reason they thought it was my boyfriends birthday and randomly walked out singing happy birthday with a candle lit ice cream cake desserts thing for him! Heheh awesome !!,Gastropub,4bf58dd8d48988d155941735,"51.5095816925,-0.0378393938206"
Royal Inn On The Park,4ad09628f964a52095d820e3,7.3,"Terrible slow bar service spoils a lovely pub overlooking the park. Lots of staff, all rather relaxed in their approach to the bartendering. Not tried the gastropub food, however it does look amazing.",Pub,4bf58dd8d48988d11b941735,"51.5365778805,-0.0435747481002"
Brewers Fayre,4c07fc177e3fc928ea98ef82,5.1,"Nice pub with excellent menu and buffet nights mondays is Chinese buffet, Thursday's is curry night, Fridays is Chip Shop Night, Sundays is roast carvery",Gastropub,4bf58dd8d48988d155941735,"51.5148119616,0.0608612670573"
Bumpkin Bar & Grill,4e6faefbaeb74b05755ffe72,6.0,Very good food pies excellent! !!,Gastropub,4bf58dd8d48988d155941735,"51.5433059583,-0.00843054643992"
The White Cross,4c60093047429c74b07a1d7a,,"Old school semi country pub, allows animals an I dont mean the punters. Does traditional grub to.",Gastropub,4bf58dd8d48988d155941735,"51.4303742682,0.139325919053"
The King Edward VII,4b3d24d0f964a520e18e25e3,6.3,"This Sunday lunch has gastropub leanings, with the likes of oysters, smoked mackerel fishcakes and grilled Gloucester Old Spot ham with apple chutney on a daily changing menu.",Pub,4bf58dd8d48988d11b941735,"51.541245747,0.00265585130132"
The Bothy,59144b7add70c523e68817bc,5.5,New.  Had potential.  Food no good.,Gastropub,4bf58dd8d48988d155941735,"51.50735,-0.022544637"
The Tigers Head,4b5756c3f964a5205f3228e3,5.7,Go for the fish and chips,Gastropub,4bf58dd8d48988d155941735,"51.4090666274,0.0743404825582"
Horizones Health and Fitness Club,4bab615ff964a520daa43ae3,,Great gym. Very reasonable price for membership,Gym,4bf58dd8d48988d176941735,"51.4134742213,0.159194469452"
Rum & Sugar,4ddd188945ddaa53edb7812d,6.0,"Service a little slow to start with, but the impressive food more than made up for it. Definitely on the gastro side of gastro-pub. Chicken starter, crab starter and pork main were superb, try them!",Bar,4bf58dd8d48988d116941735,"51.5093433063,-0.0229960673991"
Imperial Flavors East,5005cbbce4b0c7e958b82b45,,Friendly place to eat easygoing!,Gastropub,4bf58dd8d48988d155941735,"51.549712,-0.035948"
A Grelha,4c1a6e9363750f476049b367,,Take a seat by the river and enjoy one of the most ambitious pub barbecues in London. A Grelha is the Portuguese-themed outdoor grill next to the famous Gun gastropub.,Restaurant,4bf58dd8d48988d1c4941735,"51.50160612,-0.00778377056122"
Mr. Pretzels,4e89d39d82310042c1cb24a5,6.8,Always handing out free pretzels - yummy cinnamon is the best!,German Restaurant,4bf58dd8d48988d10d941735,"51.5429562663,-0.00591998104422"
Bierschenke,5398751b498e7e5f942a6c9a,8.4,"Nice BAVARIAN place, good sausages, schnitzel and beer",German Restaurant,4bf58dd8d48988d10d941735,"51.5171974552,-0.0851151314619"
Katzenjammers,4ade1362f964a520e07221e3,8.0,Try the 2 pint handle!,German Restaurant,4bf58dd8d48988d10d941735,"51.5048301625,-0.0911149395774"
German Deli,4ad3c0d6f964a52020e620e3,7.9,"Need some help? Ask in German. Excuse me! = ""Entschuldigung!"" [ehnt-shool-dee-gung] www.wordbank.com",German Restaurant,4bf58dd8d48988d10d941735,"51.5054484011,-0.0914619896649"
Bavarian Beerhouse,4bec4fd5b68520a1e1ee1187,7.2,"Wonderful beer, pretty waitress - what else do you want?",German Restaurant,4bf58dd8d48988d10d941735,"51.5114576594,-0.077244835251"
The German Gymnasium,4b792875f964a5204fed2ee3,8.8,"We had a feast of oysters, scallops, duck, cod... Everything was delicious, but what impressed us the most was the freshness of the ingredients and how light those big portions felt in our tummies.",German Restaurant,4bf58dd8d48988d10d941735,"51.5323924057,-0.125266572013"
Zeitgeist @ The Jolly Gardeners,4acdf94af964a520bdcd20e3,8.0,Try the currywurst with chips - perfect drinking food. the jagerschnitzel is also amazing.,German Restaurant,4bf58dd8d48988d10d941735,"51.491364485,-0.118119668114"
Fischer's,5387349c498ec1985aac953c,8.9,"... unbelievable käsespätzle, which is a noodle dish full of cheese and bacon that seems born of the drunken back-alley copulation of an aggressive mac and cheese with a really slutty carbonara.",German Restaurant,4bf58dd8d48988d10d941735,"51.5216161529,-0.151664187078"
Bavarian Village,5272442c11d29ed9ff76f0cd,8.3,"Pay attention to the closing time and return your glasses for your pfand (deposit) before the rush, or you'll end up with a lot of plastic glasses when they slam the shutter down!",German Restaurant,4bf58dd8d48988d10d941735,"51.5077054716,-0.159717010835"
Bavarian Beerhouse,4ad4f12df964a520c8fc20e3,6.2,get lashed like it's going out of fashion,German Restaurant,4bf58dd8d48988d10d941735,"51.5280564834,-0.0906642354691"
GDK German Doner Kebab,5735bed2498e60bccee659ef,6.0,Best kebab in London! Don't hesitate and try the mixed meat doner.,German Restaurant,4bf58dd8d48988d10d941735,"51.5324078631,-0.106242217329"
German Deli (Food Stall),4c194cec9990d13acd357c17,,,German Restaurant,4bf58dd8d48988d10d941735,"51.5056923738,-0.0897172093391"
Bäkehaus,4ce2b065825e721e75808245,7.4,German pastry makes everything look like crap.,German Restaurant,4bf58dd8d48988d10d941735,"51.492635654,-0.228059764784"
Stein's Bavarian Restaurant,4ba1135cf964a520509537e3,8.3,"Great for a sunny day, sitting along the Thames, sipping some Erdberg.",German Restaurant,4bf58dd8d48988d10d941735,"51.4555205124,-0.303936753839"
Hansel & Pretzel,4c8e95d914fdb713decc32c4,8.4,Lots of original german stuff including knacker und Hallorenkugeln!,German Restaurant,4bf58dd8d48988d10d941735,"51.438518961,-0.313489034483"
Stein's,4fd384f7e4b0ba023226fa34,9.2,Almdudler in Kingston!!!Amazing plat du jour for only £5.99 here,German Restaurant,4bf58dd8d48988d10d941735,"51.4071000871,-0.307940201807"
GDK German Doner Kebab,583375e97ff1e41bfbb90e09,,"Good and tasty doner with fresh ingredients! But the fries are really bad, need to change them.",German Restaurant,4bf58dd8d48988d10d941735,"51.480196,-0.196337"
GDK German Doner Kebab,563109f4498eddf7ea296488,,"Try the Doner, German style",German Restaurant,4bf58dd8d48988d10d941735,"51.5170689689,-0.327753236977"
Herman ze German,4ca5bf7b7334236a03b01858,8.2,"This sausage deli declares announces its sloppy intentions w/ a wash basin in the corner, for trying to cleanse yourself of their 27cm grilled missiles. They also offer double-caffeinated ""Fritz Cola""",Currywurst Joint,56aa371ce4b08b9a8d57358b,"51.5082151946,-0.12415690292"
Herman ze German,51faafdd498ef3da2f4bdac3,8.2,Orders in German are not necessary but possible. They serve German soda and beer too.,Currywurst Joint,56aa371ce4b08b9a8d57358b,"51.5130544703,-0.131637118719"
Herman ze German,543bc10a498eaaadad815bc2,7.3,"Quick, cheap, and tasty food, and great selection of German beers",Currywurst Joint,56aa371ce4b08b9a8d57358b,"51.519109,-0.135621"
The Orange Room,4bc9c858b6c49c74aeed8e91,6.4,Great local Lebanese. Mains as well as meze are good. They do a v good value lunchtime platter for less than a fiver,Gluten-free Restaurant,4c2cd86ed066bed06c3c5209,"51.5222385342,-0.0338793052259"
Beyond Bread,54997386498e81619cf69507,8.3,"A fully gluten free bakery, but you wouldn't know it if I didn't tell you. Brilliant breads and sandwiches. Try the sourdough loaf!",Gluten-free Restaurant,4c2cd86ed066bed06c3c5209,"51.5190438592,-0.13618179191"
Suzzle,4f36eaebd5fb890db4e28458,6.7,Awesome gluten free cakes,Gluten-free Restaurant,4c2cd86ed066bed06c3c5209,"51.5187878602,-0.0715021648166"
Printworks Kitchen,54ed9851498e1711064f04a6,7.1,"Cute little spot with tons of gluten free, vegan, and vegetarian options. Their salad box is huge and costs just £7.",Gluten-free Restaurant,4c2cd86ed066bed06c3c5209,"51.5236930814,-0.111271753967"
Leggero,52a888d411d2da73336973aa,7.6,"Desserts are to die for, try the pistachio brownies with mint ice cream",Gluten-free Restaurant,4c2cd86ed066bed06c3c5209,"51.5127020381,-0.13256173635"
The Good Life Eatery,555072d7498efd419266c49e,7.2,"Great local cafe serving breakfast, lunch and all-days snacks (smoothies, avocado toast) etc. Emphasis on healthy food & local products.",Gluten-free Restaurant,4c2cd86ed066bed06c3c5209,"51.5179923719,-0.150828349483"
Dee Light Bakery,4efc5afe2c5b0c24ca210750,8.1,Kids little play area is great for toddlers. Lovely coffee & pastries.,Gluten-free Restaurant,4c2cd86ed066bed06c3c5209,"51.4381174003,-0.155512887666"
SHOT,56fe6543498eddd7c66c930d,6.4,Delicious juices and very nice staff!,Gluten-free Restaurant,4c2cd86ed066bed06c3c5209,"51.5140443335,-0.105502394065"
Hemsley + Hemsley,5706a5da498e1e8f961fc386,7.1,"My favourite place to eat! Epic ragu courgetti, epic salmon burger",Gluten-free Restaurant,4c2cd86ed066bed06c3c5209,"51.5148043106,-0.15221888971"
Danny's Gourmet Wraps,4babbc49f964a520f6c43ae3,6.3,The Turkish with hot chilli sauce and a protein shake are a must,Gluten-free Restaurant,4c2cd86ed066bed06c3c5209,"51.5214368393,-0.118230456449"
Boulangerie Joie De Vie,50c46122e4b013fc6ad33e01,7.9,Lovely cakes and pastries (both sweet and savoury). Great option for breakfast in North Finchley,Gluten-free Restaurant,4c2cd86ed066bed06c3c5209,"51.6140791871,-0.176805054901"
Beijummy,5996daffa423622ec96d0e2d,,Nice alternative to the usual wraps,Gluten-free Restaurant,4c2cd86ed066bed06c3c5209,"51.5228690835,-0.0927846265203"
WagFree,4d037bc60e49721e87226b7f,,The best gluten free bacon butties I've ever tasted.,Gluten-free Restaurant,4c2cd86ed066bed06c3c5209,"51.4624594848,-0.112315388533"
Rose & Mary,556db7b4498e98bd17200840,,,Gluten-free Restaurant,4c2cd86ed066bed06c3c5209,"51.5873930769,-0.132817625999"
Aqua Mediterranean Bar & Grill,531b1fc111d2e82fb07d7c36,7.2,Chicken Souvlaki was delicious.  Very authentic Cypriot food - staff very attentive and friendly.  Would definitely come back and recommend.,Greek Restaurant,4bf58dd8d48988d10e941735,"51.466547,0.00862"
Olive Oil & Oregano,4e83184449016d9ffebc4812,7.4,Go for the greek pitta instead of the pitta wrap if you want to taste something authentic. Pork souvlaki or pork gyros with tzatziki will do the trick. Delicious!,Greek Restaurant,4bf58dd8d48988d10e941735,"51.5435364876,-0.00615523835632"
Old Bexley Greek Taverna,4c601b3f47429c746a051f7a,6.3,"The meze is a great deal, but pace yourself! You get so.much.food.",Greek Restaurant,4bf58dd8d48988d10e941735,"51.4414046976,0.150640354966"
George's Souvlaki Bar,4bf5a4e2004ed13ac9ff40a0,6.9,Tuesday offer is fantastic buy one meal get the second free!,Greek Restaurant,4bf58dd8d48988d10e941735,"51.5939288412,0.0248624148214"
Cyprus Village,4c515cd59a2d76b02ad968db,,=))))))))))))))))))))))))),Greek Restaurant,4bf58dd8d48988d10e941735,"51.4577105797,0.13831615448"
The Real Greek,4e73966762e1a77aace1dbbf,6.3,Tasty meze food and pretty cheap too. Staff are very friendly & attentive,Greek Restaurant,4bf58dd8d48988d10e941735,"51.5423690402,-0.00797868871096"
Nicos,4cae2689cbab236a4ee88d73,,Awesomely yummylicious,Greek Restaurant,4bf58dd8d48988d10e941735,"51.4372805862,0.07194434661"
The Stuffed Olive,4ad77f1cf964a520700b21e3,,"The chicken in the pollo milanese is very tasteless, would not order it again. Wish i got the straganoff like my boyfriend did, tasted it and it was very nice!",Greek Restaurant,4bf58dd8d48988d10e941735,"51.4249955837,0.106333494186"
Fiskardo,4f5bbcafe4b03a6a11ba0152,,,Greek Restaurant,4bf58dd8d48988d10e941735,"51.5950964654,0.098135945827"
Lara Grill,50baf653183fee49a8b0b4cc,7.1,Ribs aren't very flavourful. Also they told us they don't take card (takeaway) but we spotted a diner using card when paying their bill? There are better Turkish restaurants in Romford.,Halal Restaurant,52e81612bcbc57f1066b79ff,"51.5624452321,0.147178173065"
Japindo,55eb0642498e36ccf4d34004,7.5,"Proper Indonesian foods! The ayam goreng and dendeng are amazing. Service is rather slow though, come before you are hungry.",Halal Restaurant,52e81612bcbc57f1066b79ff,"51.4987409321,-0.0674928635449"
Yalla Yalla,4b473184f964a520a62c26e3,8.7,"""A small, side street cafe-restaurant of considerable charm and sensationally good value – £3.50 will buy you a huge flatbread wrap stuffed with tiny, hot juicy soujoc lamb sausages...""",Halal Restaurant,52e81612bcbc57f1066b79ff,"51.5124050532,-0.134349675968"
World Food Court,4ed0d0b8be7b9eece06f64c2,7.4,There are halal restaurants here! :D,Food Court,4bf58dd8d48988d120951735,"51.5426865511,-0.00718844987989"
Hazev,4b670ca1f964a520fc362be3,7.6,"in case if u're wondering, tis Turkish restaurant is halal. they even allow u to wait and sit for hours (in our case) while waiting for breaking fast during Ramadhan.owh.. the hummus is super tasty!",Turkish Restaurant,4f04af1f2fb6e1c99f3db0bb,"51.5020074118,-0.0195701241916"
ShakeShuka,541adf81498e50aff8f480d1,6.8,"Cheese samosa is higher than your expectations are. We also liked aromatic chicken with hummus and greek salad. Mint tea is good, too. You won't be disappointed neither with food nor with prices.",Halal Restaurant,52e81612bcbc57f1066b79ff,"51.5221016841,-0.157876588225"
Al Maidah,530943c9498ea2e9c2d485b2,,,Halal Restaurant,52e81612bcbc57f1066b79ff,"51.4325494649,-0.0599527359009"
saffron restaurant,534aeda1498ea14e22605088,6.2,Don't forget the tea after your meal,Halal Restaurant,52e81612bcbc57f1066b79ff,"51.51507,-0.162534"
Charcoal Grill,5391cfaf498e1eb3d52a8a44,7.1,"Kebab davvero buono, abbondantissimo e a un prezzo onesto.",Halal Restaurant,52e81612bcbc57f1066b79ff,"51.5479980316,-0.223372559198"
Woodys Grill,5502d913498e222814f1ffb7,,Kebabs are on point and their humous is legit,Halal Restaurant,52e81612bcbc57f1066b79ff,"51.535256,-0.139132"
Molana,4c83f27874d7b60cc0788ed8,7.5,"The food is so delicious, I kept saying wow everytime I tasted another bite.",Halal Restaurant,52e81612bcbc57f1066b79ff,"51.5116858182,-0.314636711868"
BAMBOO LOUNGE,59d2d423b2958f3e8cd0a252,,The best shisha place with friendly staff,Halal Restaurant,52e81612bcbc57f1066b79ff,"51.528570544,-0.271128416061"
Gurkha's Spiceworld,53aaa691498e602fdced249e,,Many indian and napalese choices. Really tasty!,Halal Restaurant,52e81612bcbc57f1066b79ff,"51.5282768575,-0.357720851898"
Island Poké,59807212c0f1634fedb6cb80,8.0,Classic Ahi is delicious but I'm not a bit seaweed fan so next time I'll swap it for something else.,Hawaiian Restaurant,52e81612bcbc57f1066b79fe,"51.5187963184,-0.0835239887238"
Ahi Poké,57696529498e0d6a6d25a3b3,8.4,"Really fresh fish ! Love that they change up the ingredients, albacore was a great addition :) super friendly and authentic",Hawaiian Restaurant,52e81612bcbc57f1066b79fe,"51.518021,-0.133943"
Honi Poke,58c956e0040d5332a238981b,7.9,Ahi poke with brown rice and salmon tasted great!,Hawaiian Restaurant,52e81612bcbc57f1066b79fe,"51.51453,-0.13316"
Island Poké,581343e238fa4830895d749b,7.8,Hawaiian dishes. You cant go wrong here. If you’re vegetarian go for the beetroot topping instead of salmon or tuna.,Hawaiian Restaurant,52e81612bcbc57f1066b79fe,"51.5123845181,-0.139004601254"
Ahi Poke,596cb595b6eedb37a499ca33,,,Hawaiian Restaurant,52e81612bcbc57f1066b79fe,"51.497209,-0.143664"
Shake Shack,555a13b9498e9137b170f581,7.0,"Burgers are tasty, juicy and tender but regular size is small and very expensive for the size.",Hot Dog Joint,4bf58dd8d48988d16f941735,"51.5426846294,-0.00578147801528"
Shake Shack,4f159a54e4b01eeff24c6408,8.3,"Overrated burgers, yummy choclate milkshake and Fries! 💘",Hot Dog Joint,4bf58dd8d48988d16f941735,"51.5117639619,-0.122756659985"
Bubbledogs,4f861896e4b0820432cec5f8,8.3,"Sweet potato fries, Corn Dogs & champagne - an unbeatable experience. You can't book for parties less than 6, so turn up early to avoid the queues!",Hot Dog Joint,4bf58dd8d48988d16f941735,"51.5203353903,-0.136591525573"
The Blind Beggar,4ad45fd6f964a520ade720e3,6.5,Nice beer garden.,Hot Dog Joint,4bf58dd8d48988d16f941735,"51.5198888767,-0.0567472201365"
Big Apple Hot Dogs,4c7a9eda76ce9c74fdfeb10c,6.6,Hot dog (Time Out London's 100 Best Dishes),Hot Dog Joint,4bf58dd8d48988d16f941735,"51.5265526931,-0.0844288629425"
The Gourmet Hotdog Company,4e0b0d607d8bc5cb43564484,,"Stale bread, rude staff, unimaginative toppings - where's the pulled pork or even fried mushrooms?? The only thing gourmet about this is the price, nearly eight pounds for one dog, fries and a drink",Hot Dog Joint,4bf58dd8d48988d16f941735,"51.5039011355,-0.0198563951793"
Dirty Bones,52d52a6d11d23343fd79e153,7.0,Expensive !!!,Hot Dog Joint,4bf58dd8d48988d16f941735,"51.5025374737,-0.191175461553"
Banger Bros,4b519084f964a520a64f27e3,6.1,Let Amex know: https://sync.americanexpress.co.uk/Foursquare/CustomerService,Hot Dog Joint,4bf58dd8d48988d16f941735,"51.527727975,-0.132926266335"
Bridge Cafe,4dca7c737d8bc0c0b87dd25e,,"The Burgers are not bad, not Five Guys or Byron standard but not bad.",Hot Dog Joint,4bf58dd8d48988d16f941735,"51.5065187717,-0.0880408287048"
BurgerFi,5896fa0646563a22844b35ee,,"Great burger, fresh hand cut fries, the atmosphere is nice, I would definitely recommend it to everyone",Hot Dog Joint,4bf58dd8d48988d16f941735,"51.523252407,-0.127189515183"
BurgerFi,589507970a3d54567eddf0ed,,Onion rings the size of your head. Good beef. Chips are crispy but need more salt. Location is understated.,Hot Dog Joint,4bf58dd8d48988d16f941735,"51.5239380875,-0.127544403076"
Cafe Metro,4b7c7487f964a5208a942fe3,,Only place in Camden where you can get a late-night coffee,Hot Dog Joint,4bf58dd8d48988d16f941735,"51.5395107311,-0.1430359332"
Bronco's,5495e05f498e025da43cf939,6.9,Good for kids and family. My burger was well presented but overcooked.,Hot Dog Joint,4bf58dd8d48988d16f941735,"51.3775801568,-0.240154266357"
Hanswurst London,557bdb5c498e7fdd3e070be8,,Great sausages - try the Krakauer!,Hot Dog Joint,4bf58dd8d48988d16f941735,"51.4222192143,-0.207871198654"
Dee Dee's Dog Walking,599c50e67269fe5efe775b52,,,Hot Dog Joint,4bf58dd8d48988d16f941735,"51.5034843,-0.3398657"
The Rosemary,551aabec498e528300f2c690,7.3,Exploring London Through 52 Cuisines in 52 Weeks to enjoy the multicultural diversity of this city ‬ https://www.facebook.com/cuisinesoflondon  Week 24: Hungarian ‪#cuisinesoflondon‬,Hungarian Restaurant,52e81612bcbc57f1066b79fa,"51.4748456078,-0.0465750547578"
Cafe Now / Daily Menu,54353235498e3a3f037a03f1,,,Hungarian Restaurant,52e81612bcbc57f1066b79fa,"51.546389,0.005687"
Gay Hussar,4ac518d4f964a520c4a720e3,7.0,Vegetarian goulash,Hungarian Restaurant,52e81612bcbc57f1066b79fa,"51.5148197485,-0.131408399479"
Scopes and Ties,593553df12f0a9080617566d,,,Hungarian Restaurant,52e81612bcbc57f1066b79fa,"51.5582137,0.00767199999996"
Scopes and Ties,58fbc3b850a6f05953c82885,,,Hungarian Restaurant,52e81612bcbc57f1066b79fa,"51.5709005,-0.0265976000001"
Freshr,59ad232f3d47914d454cfe13,,,Hungarian Restaurant,52e81612bcbc57f1066b79fa,"51.5357076,-0.1009215"
Thirty HR,59fc43002a7ab640b4b3f9ed,,,Hungarian Restaurant,52e81612bcbc57f1066b79fa,"51.5967803,-0.074166"
Chennai Dosa,4c7eb099e4b06dcbdfe144d7,7.7,The onion rava chicken dosa with mutton gravy is like an orgasm in your mouth.,Indian Restaurant,4bf58dd8d48988d10f941735,"51.5382246627,0.05136021871"
Ananthapuram (Traditional Kerala Restaurant),51b0b154498ecca5e9bf164c,7.7,,Indian Restaurant,4bf58dd8d48988d10f941735,"51.5405165334,0.0506329215088"
Saravanaa Bhavan,4ac518e5f964a52000ab20e3,7.6,"Most authentic and real tasty food, at an awesome price - get the filter coffee after your meal.",Indian Restaurant,4bf58dd8d48988d10f941735,"51.5424681561,0.0502985187829"
Vijay's Chawalla,4b9babf9f964a520b41836e3,7.8,"""With its tropical fish tanks and TVs showing Bollywood hits, busy Vijay's (near Upton Park tube) is one of the swankier vegetarian curry cafes on lively, noisy Green Street....""",Indian Restaurant,4bf58dd8d48988d10f941735,"51.5387294629,0.0332410972622"
Taste Of India,4da9db35cda1652a2b7ecfcb,7.4,Mindblowing veg manchurian,Indian Restaurant,4bf58dd8d48988d10f941735,"51.5425715133,0.0501072290019"
Hyderabadi Spice,4c4c90029e6dbe9a7ea5ae0d,7.4,Best hyderabadi biryani in town.,Indian Restaurant,4bf58dd8d48988d10f941735,"51.5429293334,0.0499919630876"
